Num neuronas,# MACs,Inference time
100,37400,0.0078640878200531
140,69160,0.011244788765907288
180,110520,0.015346333384513855
220,161480,0.0197533518075943
260,222040,0.02442300319671631
300,292200,0.029949471354484558
340,371960,0.048102810978889465
380,461320,0.04422292113304138
420,560280,0.06535276770591736
460,668840,0.07285177707672119
500,787000,0.07052719593048096
540,914760,0.09201094508171082
580,1052120,0.08145160973072052
620,1199080,0.08992478251457214
660,1355640,0.10870955884456635
700,1521800,0.1390688121318817
740,1697560,0.14071539044380188
780,1882920,0.17055124044418335
820,2077880,0.1629609614610672
860,2282440,0.18960796296596527
900,2496600,0.22163242101669312
940,2720360,0.2477392554283142
980,2953720,0.41513144969940186
1020,3196680,0.33013708889484406
1060,3449240,0.64837746322155
1100,3711400,0.4231501370668411
1140,3983160,0.584648922085762
1180,4264520,0.5429089069366455
1220,4555480,0.7498785853385925
1260,4856040,0.7491204887628555
1300,5166200,0.8539259433746338
1340,5485960,0.8274465799331665
1380,5815320,0.7152333855628967
1420,6154280,0.981820747256279
1460,6502840,0.9728763252496719
1500,6861000,1.0474789887666702
1540,7228760,1.047533005475998
1580,7606120,1.1474229395389557
1620,7993080,1.3218335807323456
1660,8389640,1.3905968517065048
1700,8795800,1.3463888317346573
1740,9211560,1.5134848654270172
1780,9636920,1.5444513410329819
1820,10071880,1.5792716294527054
1860,10516440,1.6874056309461594
1900,10970600,1.7336010932922363
1940,11434360,1.8017739057540894
1980,11907720,1.8683690577745438
2020,12390680,2.0374078303575516
2060,12883240,2.15192511677742
2100,13385400,2.1796338260173798
2140,13897160,2.320200204849243
2180,14418520,2.2447053343057632
2220,14949480,2.3925509303808212
2260,15490040,2.470793202519417
2300,16040200,2.511771395802498
2340,16599960,2.7757249772548676
2380,17169320,2.8538797050714493
2420,17748280,3.0454788357019424
2460,18336840,3.0114874243736267
2500,18935000,3.1105726957321167
2540,19542760,3.174141049385071
2580,20160120,3.2631363719701767
2620,20787080,3.6166496574878693
